,day,location,total_trajectories,vehicles_filtered,bikes_filtered,persons_filtered
890,2024-12-21 00:00:01-05:00,3,31237,12216,25,371
891,2024-12-21 00:00:01-05:00,4,20670,10919,13,225
892,2024-12-21 00:00:01-05:00,5,32623,12937,33,1035
893,2024-12-21 00:00:01-05:00,6,49310,16302,100,1810
894,2024-12-21 00:00:01-05:00,7,13042,8195,21,339
895,2024-12-21 00:00:01-05:00,8,11495,9936,25,175
896,2024-12-22 00:00:01-05:00,1,14466,11175,40,436
897,2024-12-22 00:00:01-05:00,2,39435,13515,56,703
898,2024-12-22 00:00:01-05:00,3,35615,10011,27,364
899,2024-12-22 00:00:01-05:00,4,18350,8639,18,158
900,2024-12-22 00:00:01-05:00,5,23706,9145,49,667
901,2024-12-22 00:00:01-05:00,6,42784,13832,83,1772
902,2024-12-22 00:00:01-05:00,7,8033,6721,32,261
903,2024-12-22 00:00:01-05:00,8,9184,8140,38,161
904,2024-12-23 00:00:01-05:00,1,18860,14769,59,769
905,2024-12-23 00:00:01-05:00,2,43186,17478,106,950
906,2024-12-23 00:00:01-05:00,3,39989,12943,46,440
907,2024-12-23 00:00:01-05:00,4,22967,11894,34,243
908,2024-12-23 00:00:01-05:00,5,39755,12772,98,1121
909,2024-12-23 00:00:01-05:00,6,33142,12855,89,1492
910,2024-12-23 00:00:01-05:00,7,9583,7784,23,275
911,2024-12-23 00:00:01-05:00,8,11004,8958,45,239
912,2024-12-24 00:00:01-05:00,1,16031,13261,58,651
913,2024-12-24 00:00:01-05:00,2,37774,16145,107,1032
914,2024-12-24 00:00:01-05:00,3,27364,11796,65,478
915,2024-12-24 00:00:01-05:00,4,13352,10226,40,217
916,2024-12-24 00:00:01-05:00,5,34443,11042,97,1268
917,2024-12-24 00:00:01-05:00,6,38021,14660,154,2073
918,2024-12-24 00:00:01-05:00,7,7681,6839,49,211
919,2024-12-24 00:00:01-05:00,8,8399,7953,41,186
920,2024-12-25 00:00:01-05:00,1,11177,9215,78,618
921,2024-12-25 00:00:01-05:00,2,24220,9731,89,463
922,2024-12-25 00:00:01-05:00,3,19537,7274,52,167
923,2024-12-25 00:00:01-05:00,4,10747,6491,51,95
924,2024-12-25 00:00:01-05:00,5,24904,6767,159,684
925,2024-12-25 00:00:01-05:00,6,24283,9215,124,1150
926,2024-12-25 00:00:01-05:00,7,5138,4332,47,180
927,2024-12-25 00:00:01-05:00,8,5485,5061,44,196
928,2024-12-26 00:00:01-05:00,1,15591,12674,76,724
929,2024-12-26 00:00:01-05:00,2,28874,14699,131,897
930,2024-12-26 00:00:01-05:00,3,25675,11041,72,395
931,2024-12-26 00:00:01-05:00,4,19048,10036,45,142
932,2024-12-26 00:00:01-05:00,5,34715,10807,125,1083
933,2024-12-26 00:00:01-05:00,6,31269,10397,127,1419
934,2024-12-26 00:00:01-05:00,7,8350,6654,46,316
935,2024-12-26 00:00:01-05:00,8,8535,7891,58,160
936,2024-12-27 00:00:01-05:00,1,16794,14019,67,791
937,2024-12-27 00:00:01-05:00,2,46314,15942,66,862
938,2024-12-27 00:00:01-05:00,3,33767,12407,28,458
939,2024-12-27 00:00:01-05:00,4,20234,11317,18,206
940,2024-12-27 00:00:01-05:00,5,40063,12387,62,1056
941,2024-12-27 00:00:01-05:00,6,34875,10534,92,1174
942,2024-12-27 00:00:01-05:00,7,11811,7496,21,501
943,2024-12-27 00:00:01-05:00,8,13950,9056,36,223
944,2024-12-28 00:00:01-05:00,1,13224,11323,69,586
945,2024-12-28 00:00:01-05:00,2,30439,13131,85,762
946,2024-12-28 00:00:01-05:00,3,23882,10006,53,365
947,2024-12-28 00:00:01-05:00,4,16890,9209,43,206
948,2024-12-28 00:00:01-05:00,5,35239,10436,125,1002
949,2024-12-28 00:00:01-05:00,6,28267,8417,100,1307
950,2024-12-28 00:00:01-05:00,7,9857,6972,41,550
951,2024-12-28 00:00:01-05:00,8,15027,8808,56,237
952,2024-12-29 00:00:01-05:00,1,12210,10627,41,530
953,2024-12-29 00:00:01-05:00,2,32202,12487,48,769
954,2024-12-29 00:00:01-05:00,3,21567,9617,35,438
955,2024-12-29 00:00:01-05:00,4,17900,8575,33,174
956,2024-12-29 00:00:01-05:00,5,37661,11017,71,888
957,2024-12-29 00:00:01-05:00,6,37083,12824,96,1912
958,2024-12-29 00:00:01-05:00,7,11290,6231,35,425
959,2024-12-29 00:00:01-05:00,8,11902,7947,28,220
